id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
20898,23,120000,0,1.0,1,3,20000,14.84,0.17,1,3,0
45816,25,50000,0,0.0,1,1,6000,12.21,0.12,0,3,0
31820,22,37200,1,1.0,1,0,7000,7.66,0.19,0,4,0
17987,29,60000,1,1.0,2,0,18000,8.49,0.3,0,10,0
26196,24,60000,0,5.0,5,0,8000,7.51,0.13,0,4,0
34558,24,69935,0,3.0,0,1,7200,10.99,0.1,0,4,0
29475,23,72324,1,7.0,0,1,9000,10.99,0.12,0,3,0
13553,24,45000,0,8.0,0,1,9000,10.38,0.2,0,3,0
28073,27,35000,1,2.0,5,0,8575,6.99,0.24,0,6,0
57888,28,49000,1,7.0,5,4,16000,17.99,0.33,0,8,1
53490,28,28000,1,0.0,0,1,2400,9.76,0.09,0,7,0
18251,27,60000,1,2.0,5,1,6000,10.75,0.1,0,5,0
42615,24,30000,1,3.0,2,1,5000,11.11,0.17,0,3,1
25109,26,106000,1,10.0,4,1,6000,9.99,0.06,0,4,0
30447,22,70000,0,4.0,2,1,5200,9.76,0.07,0,3,0
39003,23,75000,1,7.0,0,1,6000,9.25,0.08,0,2,0
6512,23,125000,1,7.0,1,0,8000,7.49,0.06,0,2,0
57918,25,68000,1,5.0,1,1,12000,11.49,0.18,0,3,0
54965,46,30000,1,5.0,0,0,6000,6.99,0.2,0,14,0
51313,24,135000,1,5.0,4,1,25000,10.99,0.19,0,4,0
45008,26,48000,2,1.0,0,3,4500,16.02,0.09,0,2,0
39256,22,44000,2,2.0,1,1,6300,10.99,0.14,0,2,0
55115,29,70000,2,3.0,5,1,6000,11.36,0.09,0,7,0
36195,35,44000,1,4.0,4,2,7000,13.23,0.16,1,7,0
36715,30,67000,0,14.0,2,1,10000,12.21,0.15,0,5,0
52956,25,40000,0,9.0,5,2,14675,13.49,0.36,0,4,0
8661,33,35000,0,5.0,2,0,6000,6.03,0.17,0,5,0
16325,31,101000,1,3.0,3,2,20000,13.11,0.2,1,5,0
13773,27,78000,2,8.0,1,2,24250,13.92,0.31,0,10,0
13676,24,75000,1,1.0,3,0,10000,8.94,0.13,0,2,0
8993,22,42000,1,0.0,0,0,3500,7.66,0.08,0,2,0
32085,25,60000,0,3.0,3,1,5000,10.99,0.08,0,3,0
34396,22,55000,1,1.0,1,0,8000,5.42,0.15,0,4,0
45421,28,50000,1,4.0,5,2,8000,14.65,0.16,1,9,0
44535,28,38400,1,4.0,4,1,5000,11.49,0.13,0,5,0
16054,22,49000,1,3.0,4,2,7000,15.27,0.14,1,4,0
56704,47,29000,1,1.0,2,0,11625,7.88,0.41,0,17,1
41606,24,50000,0,2.0,1,0,10000,6.03,0.2,0,4,0
58463,27,30000,0,11.0,4,0,1600,7.4,0.05,0,5,0
28861,29,65000,2,4.0,5,0,8000,6.17,0.12,0,7,0
44077,25,30000,0,0.0,3,2,4300,14.26,0.14,1,4,0
3352,22,25000,0,5.0,3,4,5000,16.35,0.02,1,2,1
54437,33,60000,0,17.0,1,0,6000,7.66,0.1,0,5,0
57501,27,115000,0,3.0,2,0,7000,7.51,0.06,0,10,0
55566,25,45900,0,10.0,0,0,7500,5.79,0.16,0,3,0
20890,30,50000,1,4.0,0,2,10000,13.49,0.2,1,5,0
30446,34,30000,0,5.0,4,0,3000,7.51,0.1,0,6,0
50775,37,60000,0,2.0,3,0,12000,8.49,0.2,0,17,0
33065,37,54000,0,3.0,5,0,12000,7.51,0.22,0,17,0
31787,25,35100,0,9.0,4,3,15000,14.71,0.43,0,3,1
20856,22,100000,0,6.0,0,0,9500,5.79,0.09,0,2,0
17401,29,42000,0,5.0,4,1,10000,9.63,0.24,0,5,0
7044,42,35000,1,2.0,4,3,15000,14.59,0.43,0,17,1
13394,25,80000,1,10.0,5,2,15000,13.43,0.19,0,3,0
28302,23,49000,1,1.0,4,3,4100,14.91,0.09,1,2,1
20390,24,99000,0,8.0,4,0,12250,7.29,0.12,0,2,0
5625,25,128000,0,3.0,2,3,35000,16.07,0.27,1,3,1
44445,27,80000,1,0.0,0,1,4000,11.14,0.05,0,5,0
25141,26,39600,1,10.0,1,1,4800,10.99,0.12,0,2,1
45695,25,96050,1,0.0,1,4,13000,16.4,0.12,0,4,1
34996,60,70000,0,26.0,5,0,25000,7.9,0.36,0,22,0
9472,28,50000,1,8.0,4,2,12000,13.99,0.24,1,9,0
49873,23,45000,1,0.0,5,1,4000,11.49,0.09,0,3,0
17457,25,83004,1,3.0,2,3,19600,15.28,0.22,1,4,1
11138,36,50000,0,15.0,3,0,6000,7.14,0.12,0,13,0
38123,27,44004,2,2.0,0,0,5000,6.62,0.11,0,7,0
498,28,38500,0,5.0,2,0,7000,5.42,0.18,0,9,0
32016,28,95000,0,13.0,2,0,4800,6.03,0.05,0,10,0
56433,25,78000,0,9.0,3,0,3000,6.39,0.04,0,2,0
13623,25,31200,1,0.0,1,1,6000,9.99,0.19,0,4,0
34807,25,45000,0,6.0,4,2,3500,14.35,0.08,0,3,0
2963,33,43200,0,13.0,1,1,6650,10.36,0.15,0,8,0
25694,28,150000,1,3.0,0,1,24000,11.71,0.16,0,7,0
55039,40,50000,1,3.0,5,0,6000,6.76,0.12,0,12,0
27475,30,74004,1,1.0,2,3,24000,14.84,0.31,0,6,1
11290,29,62500,1,0.0,4,3,12000,16.77,0.19,0,8,1
8880,39,48000,0,17.0,0,3,10000,16.89,0.21,0,16,0
41636,29,45000,1,2.0,0,2,6000,13.23,0.13,0,5,0
24551,22,100000,1,2.0,2,2,8000,14.35,0.08,0,3,0
7114,23,65000,0,7.0,5,2,6000,15.23,0.09,0,3,0
294,35,50000,0,0.0,2,0,10000,8.0,0.2,0,7,0
8591,21,30000,1,2.0,5,1,2400,10.99,0.08,0,3,0
49741,30,44000,0,0.0,2,0,6000,7.66,0.14,0,6,0
57259,22,40000,1,0.0,1,2,5000,10.28,0.13,0,3,0
48893,24,53000,1,4.0,0,1,12500,11.89,0.24,0,3,0
52479,24,31000,1,4.0,5,0,5000,7.9,0.16,0,4,1
55346,43,80000,0,9.0,0,1,15000,11.86,0.19,0,16,0
17463,28,54400,0,11.0,4,3,11000,15.33,0.17,1,5,1
36165,24,102000,0,9.0,3,0,14000,7.9,0.14,0,3,0
41644,23,105804,0,7.0,1,3,15000,15.95,0.14,0,2,0
21280,30,35000,1,2.0,1,2,7500,12.87,0.21,1,8,0
38495,28,64000,0,12.0,4,0,11200,7.66,0.18,0,8,0
30929,23,36000,0,7.0,4,0,3500,7.9,0.1,0,3,0
41495,32,45000,1,0.0,1,1,3000,11.49,0.07,0,6,0
13365,27,90000,0,10.0,1,0,5000,8.49,0.06,0,7,0
12755,25,35360,0,9.0,1,0,10000,9.32,0.28,0,4,0
12541,38,18000,1,1.0,0,1,2400,12.69,0.13,0,14,0
11757,24,36000,0,0.0,3,1,9000,11.14,0.25,0,3,1
39961,23,34000,1,4.0,5,2,5000,13.49,0.15,0,2,0
20701,23,73440,0,7.0,1,1,35000,12.42,0.48,0,2,0
32216,28,39000,1,1.0,0,1,12000,12.18,0.31,0,8,1
